"OutputID","OutputName","OutputType","OutputTier","ConstructionTime","PlanetTypes","Factions","ResourceType","FunctionalPurpose","UsageCategory","Ingredients","CompletionStatus"
"86","Hull Reinforcement TTN T1","SHIP_COMPONENTS","1","600","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Structural Framework:1;Armor Plating:1;Reinforcement Matrix:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1;Titan Structural Matrix:1","complete"
"87","Hull Reinforcement TTN T2","SHIP_COMPONENTS","2","1200","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Hull Reinforcement TTN T1:1;Structural Framework:1;Armor Plating:1;Reinforcement Matrix:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1;Titan Structural Matrix:1","complete"
"88","Hull Reinforcement TTN T3","SHIP_COMPONENTS","3","3000","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Hull Reinforcement TTN T2:1;Structural Framework:1;Armor Plating:1;Reinforcement Matrix:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1;Titan Structural Matrix:1","complete"
"89","Hull Reinforcement TTN T4","SHIP_COMPONENTS","4","6000","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Hull Reinforcement TTN T3:1;Structural Framework:1;Armor Plating:1;Reinforcement Matrix:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1;Titan Structural Matrix:1","complete"
"90","Hull Reinforcement TTN T5","SHIP_COMPONENTS","5","12000","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Hull Reinforcement TTN T4:1;Structural Framework:1;Armor Plating:1;Reinforcement Matrix:1;Structural Reinforcement Grid:1;Architectural Framework:1;Megastructure Support System:1;Gigascale Architecture:1;Titan Structural Matrix:1","complete"
"91","Maneuvering Thrusters XXS T1","SHIP_COMPONENTS","1","120","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"92","Maneuvering Thrusters XXS T2","SHIP_COMPONENTS","2","240","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters XXS T1:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"93","Maneuvering Thrusters XXS T3","SHIP_COMPONENTS","3","600","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters XXS T2:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"94","Maneuvering Thrusters XXS T4","SHIP_COMPONENTS","4","1200","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters XXS T3:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"95","Maneuvering Thrusters XXS T5","SHIP_COMPONENTS","5","2400","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters XXS T4:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"96","Maneuvering Thrusters XS T1","SHIP_COMPONENTS","1","180","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"97","Maneuvering Thrusters XS T2","SHIP_COMPONENTS","2","360","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters XS T1:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"98","Maneuvering Thrusters XS T3","SHIP_COMPONENTS","3","900","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters XS T2:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"99","Maneuvering Thrusters XS T4","SHIP_COMPONENTS","4","1800","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters XS T3:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"100","Maneuvering Thrusters XS T5","SHIP_COMPONENTS","5","3600","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters XS T4:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"101","Maneuvering Thrusters S T1","SHIP_COMPONENTS","1","240","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"102","Maneuvering Thrusters S T2","SHIP_COMPONENTS","2","480","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters S T1:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"103","Maneuvering Thrusters S T3","SHIP_COMPONENTS","3","1200","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters S T2:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"104","Maneuvering Thrusters S T4","SHIP_COMPONENTS","4","2400","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters S T3:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"105","Maneuvering Thrusters S T5","SHIP_COMPONENTS","5","4800","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters S T4:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"106","Maneuvering Thrusters M T1","SHIP_COMPONENTS","1","300","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"107","Maneuvering Thrusters M T2","SHIP_COMPONENTS","2","600","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters M T1:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"108","Maneuvering Thrusters M T3","SHIP_COMPONENTS","3","1500","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters M T2:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"109","Maneuvering Thrusters M T4","SHIP_COMPONENTS","4","3000","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters M T3:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"110","Maneuvering Thrusters M T5","SHIP_COMPONENTS","5","6000","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters M T4:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1","complete"
"111","Maneuvering Thrusters L T1","SHIP_COMPONENTS","1","360","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1","complete"
"112","Maneuvering Thrusters L T2","SHIP_COMPONENTS","2","720","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters L T1:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1","complete"
"113","Maneuvering Thrusters L T3","SHIP_COMPONENTS","3","1800","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters L T2:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1","complete"
"114","Maneuvering Thrusters L T4","SHIP_COMPONENTS","4","3600","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters L T3:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1","complete"
"115","Maneuvering Thrusters L T5","SHIP_COMPONENTS","5","7200","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters L T4:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1","complete"
"116","Maneuvering Thrusters CAP T1","SHIP_COMPONENTS","1","420","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1","complete"
"117","Maneuvering Thrusters CAP T2","SHIP_COMPONENTS","2","840","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters CAP T1:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1","complete"
"118","Maneuvering Thrusters CAP T3","SHIP_COMPONENTS","3","2100","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters CAP T2:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1","complete"
"119","Maneuvering Thrusters CAP T4","SHIP_COMPONENTS","4","4200","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters CAP T3:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1","complete"
"120","Maneuvering Thrusters CAP T5","SHIP_COMPONENTS","5","8400","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters CAP T4:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1","complete"
"121","Maneuvering Thrusters CMD T1","SHIP_COMPONENTS","1","480","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1;Advanced Navigation Core:1","complete"
"122","Maneuvering Thrusters CMD T2","SHIP_COMPONENTS","2","960","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters CMD T1:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1;Advanced Navigation Core:1","complete"
"123","Maneuvering Thrusters CMD T3","SHIP_COMPONENTS","3","2400","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters CMD T2:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1;Advanced Navigation Core:1","complete"
"124","Maneuvering Thrusters CMD T4","SHIP_COMPONENTS","4","4800","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters CMD T3:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1;Advanced Navigation Core:1","complete"
"125","Maneuvering Thrusters CMD T5","SHIP_COMPONENTS","5","9600","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters CMD T4:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1;Advanced Navigation Core:1","complete"
"126","Maneuvering Thrusters CLASS8 T1","SHIP_COMPONENTS","1","540","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1;Advanced Navigation Core:1;Massive Drive Assembly:1","complete"
"127","Maneuvering Thrusters CLASS8 T2","SHIP_COMPONENTS","2","1080","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters CLASS8 T1:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1;Advanced Navigation Core:1;Massive Drive Assembly:1","complete"
"128","Maneuvering Thrusters CLASS8 T3","SHIP_COMPONENTS","3","2700","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters CLASS8 T2:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1;Advanced Navigation Core:1;Massive Drive Assembly:1","complete"
"129","Maneuvering Thrusters CLASS8 T4","SHIP_COMPONENTS","4","5400","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters CLASS8 T3:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1;Advanced Navigation Core:1;Massive Drive Assembly:1","complete"
"130","Maneuvering Thrusters CLASS8 T5","SHIP_COMPONENTS","5","10800","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters CLASS8 T4:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1;Advanced Navigation Core:1;Massive Drive Assembly:1","complete"
"131","Maneuvering Thrusters TTN T1","SHIP_COMPONENTS","1","600","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1;Advanced Navigation Core:1;Massive Drive Assembly:1;Titan Propulsion Matrix:1","complete"
"132","Maneuvering Thrusters TTN T2","SHIP_COMPONENTS","2","1200","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters TTN T1:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1;Advanced Navigation Core:1;Massive Drive Assembly:1;Titan Propulsion Matrix:1","complete"
"133","Maneuvering Thrusters TTN T3","SHIP_COMPONENTS","3","3000","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters TTN T2:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1;Advanced Navigation Core:1;Massive Drive Assembly:1;Titan Propulsion Matrix:1","complete"
"134","Maneuvering Thrusters TTN T4","SHIP_COMPONENTS","4","6000","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters TTN T3:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1;Advanced Navigation Core:1;Massive Drive Assembly:1;Titan Propulsion Matrix:1","complete"
"135","Maneuvering Thrusters TTN T5","SHIP_COMPONENTS","5","12000","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Maneuvering Thrusters TTN T4:1;Propulsion Core:1;Engine Manifold:1;Thrust Vectoring:1;Thrust Amplification Module:1;Propulsion Coordination Hub:1;Advanced Navigation Core:1;Massive Drive Assembly:1;Titan Propulsion Matrix:1","complete"
"136","Power Core XXS T1","SHIP_COMPONENTS","1","120","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"137","Power Core XXS T2","SHIP_COMPONENTS","2","240","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Core XXS T1:1;Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"138","Power Core XXS T3","SHIP_COMPONENTS","3","600","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Core XXS T2:1;Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"139","Power Core XXS T4","SHIP_COMPONENTS","4","1200","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Core XXS T3:1;Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"140","Power Core XXS T5","SHIP_COMPONENTS","5","2400","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Core XXS T4:1;Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"141","Power Core XS T1","SHIP_COMPONENTS","1","180","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"142","Power Core XS T2","SHIP_COMPONENTS","2","360","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Core XS T1:1;Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"143","Power Core XS T3","SHIP_COMPONENTS","3","900","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Core XS T2:1;Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"144","Power Core XS T4","SHIP_COMPONENTS","4","1800","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Core XS T3:1;Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"145","Power Core XS T5","SHIP_COMPONENTS","5","3600","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Core XS T4:1;Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"146","Power Core S T1","SHIP_COMPONENTS","1","240","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"147","Power Core S T2","SHIP_COMPONENTS","2","480","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Core S T1:1;Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"148","Power Core S T3","SHIP_COMPONENTS","3","1200","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Core S T2:1;Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"149","Power Core S T4","SHIP_COMPONENTS","4","2400","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Core S T3:1;Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"150","Power Core S T5","SHIP_COMPONENTS","5","4800","Volcanic Planet;Ice Planet","USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Core S T4:1;Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"151","Power Core M T1","SHIP_COMPONENTS","1","300","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"152","Power Core M T2","SHIP_COMPONENTS","2","600","Terrestrial Planet","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Core M T1:1;Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"153","Power Core M T3","SHIP_COMPONENTS","3","1500","Terrestrial Planet;Volcanic Planet;Gas Giant","MUD;ONI;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Core M T2:1;Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
"154","Power Core M T4","SHIP_COMPONENTS","4","3000","Volcanic Planet;Ice Planet","MUD;USTUR","ELECTRONIC_COMPONENT","CONTROL_SYSTEM","Ship Components","Power Core M T3:1;Power Generator:1;Energy Regulator:1;Power Conduit:1","complete"
