OutputID,OutputName,OutputType,OutputTier,BuildingResourceTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7
sensor-hub-core-processor-t3,Sensor Hub Core Processor,BUILDING,3,3,30,Oceanic Planet;Volcanic Planet,MUD;ONI;USTUR,Processing,1,Deployment Interface,31,Utility Core,25,Maneuver Control Core,22,Neural Interface,21,EMP Matrix Core,19,,,,
sensor-hub-core-processor-t4,Sensor Hub Core Processor,BUILDING,4,3,25,Oceanic Planet;Volcanic Planet,MUD;ONI;USTUR,Processing,1,Deployment Interface,37,Utility Core,30,Maneuver Control Core,27,Neural Interface,25,EMP Matrix Core,23,Coupling Interface,21,,
sensor-hub-core-processor-t5,Sensor Hub Core Processor,BUILDING,5,3,20,Oceanic Planet;Volcanic Planet,MUD;ONI;USTUR,Processing,1,Deployment Interface,43,Utility Core,36,Maneuver Control Core,32,Neural Interface,30,EMP Matrix Core,27,Coupling Interface,25,Sensor Hub Core,23
storage-hub-core-processor-t1,Storage Hub Core Processor,BUILDING,1,3,60,Oceanic Planet;System Asteroid Belt,MUD;ONI;USTUR,Processing,1,Deployment Interface,21,Utility Core,18,Field Coils,15,,,,,,,,
storage-hub-core-processor-t2,Storage Hub Core Processor,BUILDING,2,3,45,Oceanic Planet;System Asteroid Belt,MUD;ONI;USTUR,Processing,1,Deployment Interface,25,Utility Core,22,Field Coils,18,Maneuver Control Core,17,,,,,,
storage-hub-core-processor-t3,Storage Hub Core Processor,BUILDING,3,3,30,Oceanic Planet;System Asteroid Belt,MUD;ONI;USTUR,Processing,1,Deployment Interface,30,Utility Core,26,Field Coils,22,Maneuver Control Core,21,EMP Matrix Core,19,,,,
storage-hub-core-processor-t4,Storage Hub Core Processor,BUILDING,4,3,25,Oceanic Planet;System Asteroid Belt,MUD;ONI;USTUR,Processing,1,Deployment Interface,35,Utility Core,30,Field Coils,27,Maneuver Control Core,25,EMP Matrix Core,23,Resource Hub Core,21,,
storage-hub-core-processor-t5,Storage Hub Core Processor,BUILDING,5,3,20,Oceanic Planet;System Asteroid Belt,MUD;ONI;USTUR,Processing,1,Deployment Interface,41,Utility Core,36,Field Coils,33,Maneuver Control Core,30,EMP Matrix Core,27,Resource Hub Core,25,Neural Interface,23
sublight-matrix-core-processor-t1,Sublight Matrix Core Processor,BUILDING,1,3,60,Oceanic Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,Processing,1,Utility Core,21,Deployment Interface,18,Sublight Matrix Core,15,,,,,,,,
sublight-matrix-core-processor-t2,Sublight Matrix Core Processor,BUILDING,2,3,45,Oceanic Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,Processing,1,Utility Core,25,Deployment Interface,22,Sublight Matrix Core,18,Maneuver Control Core,17,,,,,,
sublight-matrix-core-processor-t3,Sublight Matrix Core Processor,BUILDING,3,3,30,Oceanic Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,Processing,1,Utility Core,30,Deployment Interface,26,Sublight Matrix Core,22,Maneuver Control Core,20,EMP Matrix Core,19,,,,
sublight-matrix-core-processor-t4,Sublight Matrix Core Processor,BUILDING,4,3,25,Oceanic Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,Processing,1,Utility Core,36,Deployment Interface,31,Sublight Matrix Core,27,Maneuver Control Core,24,EMP Matrix Core,22,Warp Control Core,21,,
sublight-matrix-core-processor-t5,Sublight Matrix Core Processor,BUILDING,5,3,20,Oceanic Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,Processing,1,Utility Core,43,Deployment Interface,37,Sublight Matrix Core,32,Maneuver Control Core,29,EMP Matrix Core,26,Warp Control Core,26,Neural Interface,23
tin-processor-t1,Tin Processor,BUILDING,1,1,60,Oceanic Planet;Terrestrial Planet,MUD;ONI;USTUR,Processing,1,Base Structure,25,Load Bearing Beams,22,Alloy Frame,19,,,,,,,,
tin-processor-t2,Tin Processor,BUILDING,2,1,45,Oceanic Planet;Terrestrial Planet,MUD;ONI;USTUR,Processing,1,Base Structure,30,Load Bearing Beams,27,Alloy Frame,23,Chromite,21,,,,,,
tin-processor-t3,Tin Processor,BUILDING,3,1,30,Oceanic Planet;Terrestrial Planet,MUD;ONI;USTUR,Processing,1,Base Structure,36,Load Bearing Beams,33,Alloy Frame,27,Chromite,25,Generator Coils,23,,,,
tin-processor-t4,Tin Processor,BUILDING,4,1,25,Oceanic Planet;Terrestrial Planet,MUD;ONI;USTUR,Processing,1,Base Structure,43,Load Bearing Beams,39,Alloy Frame,33,Chromite,29,Generator Coils,28,Control Circuit,25,,
tin-processor-t5,Tin Processor,BUILDING,5,1,20,Oceanic Planet;Terrestrial Planet,MUD;ONI;USTUR,Processing,1,Base Structure,52,Load Bearing Beams,47,Alloy Frame,40,Chromite,35,Generator Coils,33,Control Circuit,29,Monitoring Circuits,27
utility-core-processor-t1,Utility Core Processor,BUILDING,1,3,60,Oceanic Planet,MUD;ONI;USTUR,Processing,1,Utility Core,21,Deployment Interface,18,Signal Modulator,15,,,,,,,,
utility-core-processor-t2,Utility Core Processor,BUILDING,2,3,45,Oceanic Planet,MUD;ONI;USTUR,Processing,1,Utility Core,26,Deployment Interface,21,Signal Modulator,18,Heat Exchange Coils,17,,,,,,
utility-core-processor-t3,Utility Core Processor,BUILDING,3,3,30,Oceanic Planet,MUD;ONI;USTUR,Processing,1,Utility Core,31,Deployment Interface,25,Signal Modulator,22,Heat Exchange Coils,20,Maneuver Control Core,19,,,,
utility-core-processor-t4,Utility Core Processor,BUILDING,4,3,25,Oceanic Planet,MUD;ONI;USTUR,Processing,1,Utility Core,36,Deployment Interface,30,Signal Modulator,27,Heat Exchange Coils,24,Maneuver Control Core,23,Storage Hub Core,21,,
utility-core-processor-t5,Utility Core Processor,BUILDING,5,3,20,Oceanic Planet,MUD;ONI;USTUR,Processing,1,Utility Core,43,Deployment Interface,36,Signal Modulator,32,Heat Exchange Coils,29,Maneuver Control Core,28,Storage Hub Core,25,Processing Control Core,23
abyssal-energy-crystals-extractor-t1,Abyssal Energy Crystals Extractor,BUILDING,1,4,300,Oceanic Planet,MUD;ONI;USTUR,Extraction,,EM Quantum Core,19,Abyssal Energy Core,16,Electromagnetic Resonator,13,,,,,,,,
abyssal-energy-crystals-extractor-t2,Abyssal Energy Crystals Extractor,BUILDING,2,4,250,Oceanic Planet,MUD;ONI;USTUR,Extraction,,EM Quantum Core,23,Abyssal Energy Core,19,Electromagnetic Resonator,16,Energy Substrate,15,,,,,,
abyssal-energy-crystals-extractor-t3,Abyssal Energy Crystals Extractor,BUILDING,3,4,200,Oceanic Planet,MUD;ONI;USTUR,Extraction,,EM Quantum Core,28,Abyssal Energy Core,23,Electromagnetic Resonator,20,Energy Substrate,18,Power Management Core,17,,,,
abyssal-energy-crystals-extractor-t4,Abyssal Energy Crystals Extractor,BUILDING,4,4,160,Oceanic Planet,MUD;ONI;USTUR,Extraction,,EM Quantum Core,34,Abyssal Energy Core,28,Electromagnetic Resonator,24,Energy Substrate,22,Power Management Core,20,Radiation Absorber,19,,
abyssal-energy-crystals-extractor-t5,Abyssal Energy Crystals Extractor,BUILDING,5,4,120,Oceanic Planet,MUD;ONI;USTUR,Extraction,,EM Quantum Core,41,Abyssal Energy Core,34,Electromagnetic Resonator,29,Energy Substrate,26,Power Management Core,24,Radiation Absorber,22,Beryllium Matrix,19
biomass-extractor-t1,Biomass Extractor,BUILDING,1,1,90,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite Ore,25,Copper,20,Copper Ore,15,,,,,,,,
biomass-extractor-t2,Biomass Extractor,BUILDING,2,1,75,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite,30,Copper,24,Copper,18,Alloy Frame,21,,,,,,
biomass-extractor-t3,Biomass Extractor,BUILDING,3,1,60,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite,35,Copper,28,Copper,22,Alloy Frame,25,Heat Sensor,23,,,,
biomass-extractor-t4,Biomass Extractor,BUILDING,4,1,50,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite,41,Bio Stabilizer,34,Copper,26,Alloy Frame,30,Heat Sensor,28,Temperature Sensor,25,,
biomass-extractor-t5,Biomass Extractor,BUILDING,5,1,40,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite,49,Bio Stabilizer,41,Copper,31,Alloy Frame,36,Heat Sensor,34,Temperature Sensor,30,Copper,27
copper-ore-extractor-t1,Copper Ore Extractor,BUILDING,1,1,90,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite Ore,25,Copper,20,Copper Ore,15,,,,,,,,
copper-ore-extractor-t2,Copper Ore Extractor,BUILDING,2,1,75,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite,30,Copper,24,Copper,18,Kinetic Stabilizer,21,,,,,,
copper-ore-extractor-t3,Copper Ore Extractor,BUILDING,3,1,60,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite,35,Copper,29,Copper,22,Kinetic Stabilizer,25,Alloy Frame,23,,,,
copper-ore-extractor-t4,Copper Ore Extractor,BUILDING,4,1,50,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite,42,Bio Stabilizer,35,Copper,27,Kinetic Stabilizer,30,Alloy Frame,28,Heat Sensor,25,,
copper-ore-extractor-t5,Copper Ore Extractor,BUILDING,5,1,40,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite,49,Bio Stabilizer,42,Copper,33,Kinetic Stabilizer,36,Alloy Frame,34,Heat Sensor,30,Structural Shell,27
bathysphere-pearls-extractor-t1,Bathysphere Pearls Extractor,BUILDING,1,3,180,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Utility Core,21,Deployment Interface,18,Resource Hub Core,15,,,,,,,,
bathysphere-pearls-extractor-t2,Bathysphere Pearls Extractor,BUILDING,2,3,150,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Utility Core,25,Deployment Interface,22,Resource Hub Core,18,EMP Matrix Core,17,,,,,,
bathysphere-pearls-extractor-t3,Bathysphere Pearls Extractor,BUILDING,3,3,120,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Utility Core,29,Deployment Interface,27,Resource Hub Core,22,EMP Matrix Core,20,Passenger Hub Core,19,,,,
bathysphere-pearls-extractor-t4,Bathysphere Pearls Extractor,BUILDING,4,3,100,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Utility Core,35,Deployment Interface,32,Resource Hub Core,26,EMP Matrix Core,24,Passenger Hub Core,23,Neural Interface,21,,
bathysphere-pearls-extractor-t5,Bathysphere Pearls Extractor,BUILDING,5,3,80,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Utility Core,41,Deployment Interface,38,Resource Hub Core,31,EMP Matrix Core,29,Passenger Hub Core,27,Neural Interface,25,Sensor Hub Core,23
lunar-echo-crystals-extractor-t1,Lunar Echo Crystals Extractor,BUILDING,1,5,480,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Beryllium Matrix,17,EM Bio Core,14,Processing Platform Core,11,,,,,,,,
lunar-echo-crystals-extractor-t2,Lunar Echo Crystals Extractor,BUILDING,2,5,400,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Beryllium Matrix,21,EM Bio Core,17,Processing Platform Core,14,Processing Integration Core,13,,,,,,
lunar-echo-crystals-extractor-t3,Lunar Echo Crystals Extractor,BUILDING,3,5,320,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Beryllium Matrix,26,EM Bio Core,20,Processing Platform Core,17,Processing Integration Core,16,Particle Accelerator,15,,,,
lunar-echo-crystals-extractor-t4,Lunar Echo Crystals Extractor,BUILDING,4,5,250,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Beryllium Matrix,31,EM Bio Core,24,Processing Platform Core,21,Processing Integration Core,19,Particle Accelerator,18,Lunar Energy Matrix,17,,
lunar-echo-crystals-extractor-t5,Lunar Echo Crystals Extractor,BUILDING,5,5,200,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Beryllium Matrix,37,EM Bio Core,29,Processing Platform Core,25,Processing Integration Core,23,Particle Accelerator,22,Lunar Energy Matrix,20,Storage Platform Core,19
tin-ore-extractor-t1,Tin Ore Extractor,BUILDING,1,1,90,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite Ore,25,Copper,20,Copper Ore,15,,,,,,,,
tin-ore-extractor-t2,Tin Ore Extractor,BUILDING,2,1,75,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite,29,Copper,24,Copper,18,Structural Shell,21,,,,,,
tin-ore-extractor-t3,Tin Ore Extractor,BUILDING,3,1,60,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite,34,Copper,29,Copper,22,Structural Shell,25,Heat Circulation Pipes,23,,,,
tin-ore-extractor-t4,Tin Ore Extractor,BUILDING,4,1,50,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite,41,Bio Stabilizer,34,Copper,26,Structural Shell,29,Heat Circulation Pipes,27,Sensor Array,25,,
tin-ore-extractor-t5,Tin Ore Extractor,BUILDING,5,1,40,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite,48,Bio Stabilizer,41,Copper,31,Structural Shell,35,Heat Circulation Pipes,32,Sensor Array,30,Base Structure,27
neural-coral-compounds-extractor-t1,Neural Coral Compounds Extractor,BUILDING,1,3,180,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Utility Core,21,Deployment Interface,18,Storage Hub Core,15,,,,,,,,
neural-coral-compounds-extractor-t2,Neural Coral Compounds Extractor,BUILDING,2,3,150,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Utility Core,26,Deployment Interface,22,Storage Hub Core,18,EMP Matrix Core,17,,,,,,
neural-coral-compounds-extractor-t3,Neural Coral Compounds Extractor,BUILDING,3,3,120,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Utility Core,31,Deployment Interface,26,Storage Hub Core,22,EMP Matrix Core,21,Maneuver Control Core,19,,,,
neural-coral-compounds-extractor-t4,Neural Coral Compounds Extractor,BUILDING,4,3,100,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Utility Core,36,Deployment Interface,31,Storage Hub Core,27,EMP Matrix Core,25,Maneuver Control Core,23,Processing Control Core,21,,
neural-coral-compounds-extractor-t5,Neural Coral Compounds Extractor,BUILDING,5,3,80,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Utility Core,42,Deployment Interface,37,Storage Hub Core,32,EMP Matrix Core,29,Maneuver Control Core,28,Processing Control Core,26,Resource Hub Core,23
marine-bio-extract-extractor-t1,Marine Bio Extract Extractor,BUILDING,1,1,90,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite Ore,25,Copper,20,Copper Ore,15,,,,,,,,
marine-bio-extract-extractor-t2,Marine Bio Extract Extractor,BUILDING,2,1,75,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite,30,Copper,24,Copper,18,Copper,21,,,,,,
marine-bio-extract-extractor-t3,Marine Bio Extract Extractor,BUILDING,3,1,60,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite,35,Copper,29,Copper,22,Copper,25,Control Circuit,23,,,,
marine-bio-extract-extractor-t4,Marine Bio Extract Extractor,BUILDING,4,1,50,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite,42,Bio Stabilizer,34,Copper,27,Copper,30,Control Circuit,27,Structural Shell,25,,
marine-bio-extract-extractor-t5,Marine Bio Extract Extractor,BUILDING,5,1,40,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Chromite,50,Bio Stabilizer,41,Copper,33,Copper,36,Control Circuit,32,Structural Shell,30,Copper Wire,27
phase-shift-crystals-extractor-t1,Phase Shift Crystals Extractor,BUILDING,1,3,180,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Deployment Interface,21,Utility Core,18,Processing Control Core,15,,,,,,,,
phase-shift-crystals-extractor-t2,Phase Shift Crystals Extractor,BUILDING,2,3,150,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Deployment Interface,26,Utility Core,22,Processing Control Core,18,EMP Matrix Core,17,,,,,,
phase-shift-crystals-extractor-t3,Phase Shift Crystals Extractor,BUILDING,3,3,120,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Deployment Interface,32,Utility Core,26,Processing Control Core,22,EMP Matrix Core,20,Sublight Matrix Core,19,,,,
phase-shift-crystals-extractor-t4,Phase Shift Crystals Extractor,BUILDING,4,3,100,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Deployment Interface,38,Utility Core,32,Processing Control Core,26,EMP Matrix Core,24,Sublight Matrix Core,22,Resource Hub Core,21,,
phase-shift-crystals-extractor-t5,Phase Shift Crystals Extractor,BUILDING,5,3,80,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Deployment Interface,46,Utility Core,39,Processing Control Core,31,EMP Matrix Core,28,Sublight Matrix Core,27,Resource Hub Core,26,Maneuver Control Core,23
thermodyne-extractor-t1,Thermodyne Extractor,BUILDING,1,2,90,Oceanic Planet; Volcanic Planet,MUD;ONI;USTUR,Extraction,,Bio Stabilizer,23,Processing Matrix,20,Thermal Catalyst,17,,,,,,,,
thermodyne-extractor-t2,Thermodyne Extractor,BUILDING,2,2,75,Oceanic Planet; Volcanic Planet,MUD;ONI;USTUR,Extraction,,Bio Stabilizer,28,Processing Matrix,24,Thermal Catalyst,20,Heat Dissipator,19,,,,,,
thermodyne-extractor-t3,Thermodyne Extractor,BUILDING,3,2,60,Oceanic Planet; Volcanic Planet,MUD;ONI;USTUR,Extraction,,Bio Stabilizer,34,Processing Matrix,29,Thermal Catalyst,24,Heat Dissipator,22,Emergency Transmitter,21,,,,
thermodyne-extractor-t4,Thermodyne Extractor,BUILDING,4,2,50,Oceanic Planet; Volcanic Planet,MUD;ONI;USTUR,Extraction,,Bio Stabilizer,41,Processing Matrix,35,Thermal Catalyst,29,Heat Dissipator,27,Emergency Transmitter,25,Dimensional Stabilizer,23,,
thermodyne-extractor-t5,Thermodyne Extractor,BUILDING,5,2,40,Oceanic Planet; Volcanic Planet,MUD;ONI;USTUR,Extraction,,Bio Stabilizer,49,Processing Matrix,42,Thermal Catalyst,34,Heat Dissipator,33,Emergency Transmitter,30,Dimensional Stabilizer,28,Advanced Sensor Grid,25
bioluminous-algae-extractor-t1,Bioluminous Algae Extractor,BUILDING,1,2,90,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Advanced Sensor Grid,23,Climate Controller,20,Bio Stabilizer,17,,,,,,,,
bioluminous-algae-extractor-t2,Bioluminous Algae Extractor,BUILDING,2,2,75,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Advanced Sensor Grid,28,Climate Controller,24,Bio Stabilizer,21,Emergency Transmitter,19,,,,,,
bioluminous-algae-extractor-t3,Bioluminous Algae Extractor,BUILDING,3,2,60,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Advanced Sensor Grid,34,Climate Controller,28,Bio Stabilizer,25,Emergency Transmitter,23,Heat Dissipator,21,,,,
bioluminous-algae-extractor-t4,Bioluminous Algae Extractor,BUILDING,4,2,50,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Advanced Sensor Grid,41,Climate Controller,34,Bio Stabilizer,30,Emergency Transmitter,28,Heat Dissipator,25,Heat Exchange Coils,23,,
bioluminous-algae-extractor-t5,Bioluminous Algae Extractor,BUILDING,5,2,40,Oceanic Planet,MUD;ONI;USTUR,Extraction,,Advanced Sensor Grid,48,Climate Controller,41,Bio Stabilizer,36,Emergency Transmitter,34,Heat Dissipator,29,Heat Exchange Coils,27,Processing Matrix,25
marine-bio-extract-farm-t1,Marine Bio Extract Farm,BUILDING,1,1,90,Oceanic Planet,MUD;ONI;USTUR,Farm,,Chromite Ore,25,Copper,20,Copper Ore,15,,,,,,,,
marine-bio-extract-farm-t2,Marine Bio Extract Farm,BUILDING,2,1,75,Oceanic Planet,MUD;ONI;USTUR,Farm,,Chromite,30,Copper,24,Copper,18,Alloy Frame,21,,,,,,
marine-bio-extract-farm-t3,Marine Bio Extract Farm,BUILDING,3,1,60,Oceanic Planet,MUD;ONI;USTUR,Farm,,Chromite,35,Copper,29,Copper,22,Alloy Frame,25,Load Bearing Beams,23,,,,
marine-bio-extract-farm-t4,Marine Bio Extract Farm,BUILDING,4,1,50,Oceanic Planet,MUD;ONI;USTUR,Farm,,Chromite,42,Bio Stabilizer,35,Copper,27,Alloy Frame,30,Load Bearing Beams,27,Structural Shell,25,,
marine-bio-extract-farm-t5,Marine Bio Extract Farm,BUILDING,5,1,40,Oceanic Planet,MUD;ONI;USTUR,Farm,,Chromite,50,Bio Stabilizer,42,Copper,32,Alloy Frame,36,Load Bearing Beams,32,Structural Shell,29,Base Structure,27
bioluminous-algae-farm-t1,Bioluminous Algae Farm,BUILDING,1,2,90,Oceanic Planet,MUD;ONI;USTUR,Farm,,Chromite Ore,25,Copper,20,Copper Ore,15,,,,,,,,
bioluminous-algae-farm-t2,Bioluminous Algae Farm,BUILDING,2,2,75,Oceanic Planet,MUD;ONI;USTUR,Farm,,Chromite,30,Bio Stabilizer,24,Copper,18,Advanced Sensor Grid,19,,,,,,
bioluminous-algae-farm-t3,Bioluminous Algae Farm,BUILDING,3,2,60,Oceanic Planet,MUD;ONI;USTUR,Farm,,Chromite,35,Bio Stabilizer,29,Copper,22,Advanced Sensor Grid,23,Bio Stabilizer,21,,,,
bioluminous-algae-farm-t4,Bioluminous Algae Farm,BUILDING,4,2,50,Oceanic Planet,MUD;ONI;USTUR,Farm,,Chromite,42,Bio Stabilizer,35,Copper,26,Advanced Sensor Grid,28,Bio Stabilizer,25,Emergency Transmitter,23,,
bioluminous-algae-farm-t5,Bioluminous Algae Farm,BUILDING,5,2,40,Oceanic Planet,MUD;ONI;USTUR,Farm,,Chromite,49,Bio Stabilizer,41,Copper,31,Advanced Sensor Grid,33,Bio Stabilizer,30,Emergency Transmitter,27,Sensor Array,25
volcanic-central-hub-t1,Volcanic Central Hub,BUILDING,1,1,90,Volcanic Planet,MUD;ONI;USTUR,Infrastructure,,Carbon,25,Lumanite,20,Neodymium,15,,,,,,,,
volcanic-central-hub-t2,Volcanic Central Hub,BUILDING,2,1,135,Volcanic Planet,MUD;ONI;USTUR,Infrastructure,,Graphene,30,Lumanite,24,Neodymium,18,Transfer Lines,21,,,,,,
volcanic-central-hub-t3,Volcanic Central Hub,BUILDING,3,1,180,Volcanic Planet,MUD;ONI;USTUR,Infrastructure,,Graphene,36,Lumanite,28,Neodymium,21,Transfer Lines,25,Structural Shell,23,,,,
volcanic-central-hub-t4,Volcanic Central Hub,BUILDING,4,1,270,Volcanic Planet,MUD;ONI;USTUR,Infrastructure,,Graphene,43,Lumanite,34,Neodymium,26,Transfer Lines,29,Structural Shell,28,Heat Circulation Pipes,25,,
volcanic-central-hub-t5,Volcanic Central Hub,BUILDING,5,1,360,Volcanic Planet,MUD;ONI;USTUR,Infrastructure,,Graphene,51,Lumanite,41,Neodymium,31,Transfer Lines,35,Structural Shell,33,Heat Circulation Pipes,30,Core Stabilizer,27
volcanic-cultivation-hub-t1,Volcanic Cultivation Hub,BUILDING,1,1,90,Volcanic Planet,MUD;ONI;USTUR,Infrastructure,,Carbon,25,Lumanite,20,Neodymium,15,,,,,,,,
volcanic-cultivation-hub-t2,Volcanic Cultivation Hub,BUILDING,2,1,135,Volcanic Planet,MUD;ONI;USTUR,Infrastructure,,Graphene,30,Lumanite,24,Neodymium,18,Exotic Matter Core,21,,,,,,
volcanic-cultivation-hub-t3,Volcanic Cultivation Hub,BUILDING,3,1,180,Volcanic Planet,MUD;ONI;USTUR,Infrastructure,,Graphene,36,Lumanite,28,Neodymium,22,Exotic Matter Core,26,Field Coils,23,,,,
volcanic-cultivation-hub-t4,Volcanic Cultivation Hub,BUILDING,4,1,270,Volcanic Planet,MUD;ONI;USTUR,Infrastructure,,Graphene,43,Lumanite,33,Neodymium,27,Exotic Matter Core,31,Field Coils,27,Generator Coils,25,,
volcanic-cultivation-hub-t5,Volcanic Cultivation Hub,BUILDING,5,1,360,Volcanic Planet,MUD;ONI;USTUR,Infrastructure,,Graphene,51,Lumanite,39,Neodymium,33,Exotic Matter Core,37,Field Coils,32,Generator Coils,30,Core Stabilizer,27
volcanic-processing-hub-t1,Volcanic Processing Hub,BUILDING,1,1,90,Volcanic Planet,MUD;ONI;USTUR,Infrastructure,,Carbon,25,Lumanite,20,Neodymium,15,,,,,,,,
