OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,ProductionSteps,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,Column 28,Column 29,Column 30,Column 31
ship-component-hull-reinforcement-class8-t3,Hull Reinforcement CLASS8 T3,SHIP_COMPONENTS,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,9,Hull Reinforcement CLASS8 T2,1,Structural Framework,1,Armor Plating,1,Reinforcement Matrix,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,,,,
ship-component-hull-reinforcement-class8-t4,Hull Reinforcement CLASS8 T4,SHIP_COMPONENTS,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,10,Hull Reinforcement CLASS8 T3,1,Structural Framework,1,Armor Plating,1,Reinforcement Matrix,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,,,,
ship-component-hull-reinforcement-class8-t5,Hull Reinforcement CLASS8 T5,SHIP_COMPONENTS,5,10800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,11,Hull Reinforcement CLASS8 T4,1,Structural Framework,1,Armor Plating,1,Reinforcement Matrix,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,,,,,,
ship-component-hull-reinforcement-ttn-t1,Hull Reinforcement TTN T1,SHIP_COMPONENTS,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,8,Structural Framework,1,Armor Plating,1,Reinforcement Matrix,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,,,,,,
ship-component-hull-reinforcement-ttn-t2,Hull Reinforcement TTN T2,SHIP_COMPONENTS,2,1200,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,9,Hull Reinforcement TTN T1,1,Structural Framework,1,Armor Plating,1,Reinforcement Matrix,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,,,,
ship-component-hull-reinforcement-ttn-t3,Hull Reinforcement TTN T3,SHIP_COMPONENTS,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,10,Hull Reinforcement TTN T2,1,Structural Framework,1,Armor Plating,1,Reinforcement Matrix,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,,,,
ship-component-hull-reinforcement-ttn-t4,Hull Reinforcement TTN T4,SHIP_COMPONENTS,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,11,Hull Reinforcement TTN T3,1,Structural Framework,1,Armor Plating,1,Reinforcement Matrix,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,,,,
ship-component-hull-reinforcement-ttn-t5,Hull Reinforcement TTN T5,SHIP_COMPONENTS,5,12000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,12,Hull Reinforcement TTN T4,1,Structural Framework,1,Armor Plating,1,Reinforcement Matrix,1,Structural Reinforcement Grid,1,Architectural Framework,1,Megastructure Support System,1,Gigascale Architecture,1,Titan Structural Matrix,1,,,,
ship-component-maneuvering-thrusters-xxs-t1,Maneuvering Thrusters XXS T1,SHIP_COMPONENTS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,7,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-xxs-t2,Maneuvering Thrusters XXS T2,SHIP_COMPONENTS,2,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,8,Maneuvering Thrusters XXS T1,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-xxs-t3,Maneuvering Thrusters XXS T3,SHIP_COMPONENTS,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,9,Maneuvering Thrusters XXS T2,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-xxs-t4,Maneuvering Thrusters XXS T4,SHIP_COMPONENTS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,10,Maneuvering Thrusters XXS T3,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-xxs-t5,Maneuvering Thrusters XXS T5,SHIP_COMPONENTS,5,2400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,11,Maneuvering Thrusters XXS T4,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-xs-t1,Maneuvering Thrusters XS T1,SHIP_COMPONENTS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,7,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-xs-t2,Maneuvering Thrusters XS T2,SHIP_COMPONENTS,2,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,8,Maneuvering Thrusters XS T1,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-xs-t3,Maneuvering Thrusters XS T3,SHIP_COMPONENTS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,9,Maneuvering Thrusters XS T2,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-xs-t4,Maneuvering Thrusters XS T4,SHIP_COMPONENTS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,10,Maneuvering Thrusters XS T3,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-xs-t5,Maneuvering Thrusters XS T5,SHIP_COMPONENTS,5,3600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,11,Maneuvering Thrusters XS T4,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-s-t1,Maneuvering Thrusters S T1,SHIP_COMPONENTS,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,7,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-s-t2,Maneuvering Thrusters S T2,SHIP_COMPONENTS,2,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,8,Maneuvering Thrusters S T1,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-s-t3,Maneuvering Thrusters S T3,SHIP_COMPONENTS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,9,Maneuvering Thrusters S T2,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-s-t4,Maneuvering Thrusters S T4,SHIP_COMPONENTS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,10,Maneuvering Thrusters S T3,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-s-t5,Maneuvering Thrusters S T5,SHIP_COMPONENTS,5,4800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,11,Maneuvering Thrusters S T4,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-m-t1,Maneuvering Thrusters M T1,SHIP_COMPONENTS,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,7,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-m-t2,Maneuvering Thrusters M T2,SHIP_COMPONENTS,2,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,8,Maneuvering Thrusters M T1,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-m-t3,Maneuvering Thrusters M T3,SHIP_COMPONENTS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,9,Maneuvering Thrusters M T2,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-m-t4,Maneuvering Thrusters M T4,SHIP_COMPONENTS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,10,Maneuvering Thrusters M T3,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-m-t5,Maneuvering Thrusters M T5,SHIP_COMPONENTS,5,6000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,11,Maneuvering Thrusters M T4,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-l-t1,Maneuvering Thrusters L T1,SHIP_COMPONENTS,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,8,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,,,,,,,,,,,,,,
ship-component-maneuvering-thrusters-l-t2,Maneuvering Thrusters L T2,SHIP_COMPONENTS,2,720,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,9,Maneuvering Thrusters L T1,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,,,,,,,,,,,,
ship-component-maneuvering-thrusters-l-t3,Maneuvering Thrusters L T3,SHIP_COMPONENTS,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,10,Maneuvering Thrusters L T2,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,,,,,,,,,,,,
ship-component-maneuvering-thrusters-l-t4,Maneuvering Thrusters L T4,SHIP_COMPONENTS,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,11,Maneuvering Thrusters L T3,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,,,,,,,,,,,,
ship-component-maneuvering-thrusters-l-t5,Maneuvering Thrusters L T5,SHIP_COMPONENTS,5,7200,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,12,Maneuvering Thrusters L T4,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,,,,,,,,,,,,
ship-component-maneuvering-thrusters-cap-t1,Maneuvering Thrusters CAP T1,SHIP_COMPONENTS,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,9,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,,,,,,,,,,,,
ship-component-maneuvering-thrusters-cap-t2,Maneuvering Thrusters CAP T2,SHIP_COMPONENTS,2,840,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,10,Maneuvering Thrusters CAP T1,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,,,,,,,,,,
ship-component-maneuvering-thrusters-cap-t3,Maneuvering Thrusters CAP T3,SHIP_COMPONENTS,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,11,Maneuvering Thrusters CAP T2,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,,,,,,,,,,
ship-component-maneuvering-thrusters-cap-t4,Maneuvering Thrusters CAP T4,SHIP_COMPONENTS,4,4200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,12,Maneuvering Thrusters CAP T3,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,,,,,,,,,,
ship-component-maneuvering-thrusters-cap-t5,Maneuvering Thrusters CAP T5,SHIP_COMPONENTS,5,8400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,13,Maneuvering Thrusters CAP T4,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,,,,,,,,,,
ship-component-maneuvering-thrusters-cmd-t1,Maneuvering Thrusters CMD T1,SHIP_COMPONENTS,1,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,9,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,,,,,,,,,,
ship-component-maneuvering-thrusters-cmd-t2,Maneuvering Thrusters CMD T2,SHIP_COMPONENTS,2,960,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,10,Maneuvering Thrusters CMD T1,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,,,,,,,,
ship-component-maneuvering-thrusters-cmd-t3,Maneuvering Thrusters CMD T3,SHIP_COMPONENTS,3,2400,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,11,Maneuvering Thrusters CMD T2,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,,,,,,,,
ship-component-maneuvering-thrusters-cmd-t4,Maneuvering Thrusters CMD T4,SHIP_COMPONENTS,4,4800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,12,Maneuvering Thrusters CMD T3,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,,,,,,,,
ship-component-maneuvering-thrusters-cmd-t5,Maneuvering Thrusters CMD T5,SHIP_COMPONENTS,5,9600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,13,Maneuvering Thrusters CMD T4,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,,,,,,,,
ship-component-maneuvering-thrusters-class8-t1,Maneuvering Thrusters CLASS8 T1,SHIP_COMPONENTS,1,540,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,10,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,Massive Drive Assembly,1,,,,,,,,
ship-component-maneuvering-thrusters-class8-t2,Maneuvering Thrusters CLASS8 T2,SHIP_COMPONENTS,2,1080,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,11,Maneuvering Thrusters CLASS8 T1,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,Massive Drive Assembly,1,,,,,,
ship-component-maneuvering-thrusters-class8-t3,Maneuvering Thrusters CLASS8 T3,SHIP_COMPONENTS,3,2700,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,12,Maneuvering Thrusters CLASS8 T2,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,Massive Drive Assembly,1,,,,,,
ship-component-maneuvering-thrusters-class8-t4,Maneuvering Thrusters CLASS8 T4,SHIP_COMPONENTS,4,5400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,13,Maneuvering Thrusters CLASS8 T3,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,Massive Drive Assembly,1,,,,,,
ship-component-maneuvering-thrusters-class8-t5,Maneuvering Thrusters CLASS8 T5,SHIP_COMPONENTS,5,10800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,14,Maneuvering Thrusters CLASS8 T4,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,Massive Drive Assembly,1,,,,,,
ship-component-maneuvering-thrusters-ttn-t1,Maneuvering Thrusters TTN T1,SHIP_COMPONENTS,1,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,11,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,Massive Drive Assembly,1,Titan Propulsion Matrix,1,,,,,,
ship-component-maneuvering-thrusters-ttn-t2,Maneuvering Thrusters TTN T2,SHIP_COMPONENTS,2,1200,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,12,Maneuvering Thrusters TTN T1,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,Massive Drive Assembly,1,Titan Propulsion Matrix,1,,,,
ship-component-maneuvering-thrusters-ttn-t3,Maneuvering Thrusters TTN T3,SHIP_COMPONENTS,3,3000,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,13,Maneuvering Thrusters TTN T2,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,Massive Drive Assembly,1,Titan Propulsion Matrix,1,,,,
ship-component-maneuvering-thrusters-ttn-t4,Maneuvering Thrusters TTN T4,SHIP_COMPONENTS,4,6000,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,14,Maneuvering Thrusters TTN T3,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,Massive Drive Assembly,1,Titan Propulsion Matrix,1,,,,
ship-component-maneuvering-thrusters-ttn-t5,Maneuvering Thrusters TTN T5,SHIP_COMPONENTS,5,12000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,15,Maneuvering Thrusters TTN T4,1,Propulsion Core,1,Engine Manifold,1,Thrust Vectoring,1,Thrust Amplification Module,1,Propulsion Coordination Hub,1,Advanced Navigation Core,1,Massive Drive Assembly,1,Titan Propulsion Matrix,1,,,,
ship-component-power-core-xxs-t1,Power Core XXS T1,SHIP_COMPONENTS,1,120,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,,,
ship-component-power-core-xxs-t2,Power Core XXS T2,SHIP_COMPONENTS,2,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Power Core XXS T1,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,
ship-component-power-core-xxs-t3,Power Core XXS T3,SHIP_COMPONENTS,3,600,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,7,Power Core XXS T2,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,
ship-component-power-core-xxs-t4,Power Core XXS T4,SHIP_COMPONENTS,4,1200,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,8,Power Core XXS T3,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,
ship-component-power-core-xxs-t5,Power Core XXS T5,SHIP_COMPONENTS,5,2400,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,9,Power Core XXS T4,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,
ship-component-power-core-xs-t1,Power Core XS T1,SHIP_COMPONENTS,1,180,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,,,
ship-component-power-core-xs-t2,Power Core XS T2,SHIP_COMPONENTS,2,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Power Core XS T1,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,
ship-component-power-core-xs-t3,Power Core XS T3,SHIP_COMPONENTS,3,900,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,7,Power Core XS T2,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,
ship-component-power-core-xs-t4,Power Core XS T4,SHIP_COMPONENTS,4,1800,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,8,Power Core XS T3,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,
ship-component-power-core-xs-t5,Power Core XS T5,SHIP_COMPONENTS,5,3600,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,9,Power Core XS T4,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,
ship-component-power-core-s-t1,Power Core S T1,SHIP_COMPONENTS,1,240,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,,,
ship-component-power-core-s-t2,Power Core S T2,SHIP_COMPONENTS,2,480,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Power Core S T1,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,
ship-component-power-core-s-t3,Power Core S T3,SHIP_COMPONENTS,3,1200,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,7,Power Core S T2,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,
ship-component-power-core-s-t4,Power Core S T4,SHIP_COMPONENTS,4,2400,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,8,Power Core S T3,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,
ship-component-power-core-s-t5,Power Core S T5,SHIP_COMPONENTS,5,4800,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,9,Power Core S T4,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,
ship-component-power-core-m-t1,Power Core M T1,SHIP_COMPONENTS,1,300,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,5,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,,,
ship-component-power-core-m-t2,Power Core M T2,SHIP_COMPONENTS,2,600,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,6,Power Core M T1,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,
ship-component-power-core-m-t3,Power Core M T3,SHIP_COMPONENTS,3,1500,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,7,Power Core M T2,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,
ship-component-power-core-m-t4,Power Core M T4,SHIP_COMPONENTS,4,3000,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,8,Power Core M T3,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,
ship-component-power-core-m-t5,Power Core M T5,SHIP_COMPONENTS,5,6000,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,9,Power Core M T4,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,,,,,,,,,,,,,,
ship-component-power-core-l-t1,Power Core L T1,SHIP_COMPONENTS,1,360,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,7,Power Generator,1,Energy Regulator,1,Power Conduit,1,Power Distribution Network,1,,,,,,,,,,,,,,
ship-component-power-core-l-t2,Power Core L T2,SHIP_COMPONENTS,2,720,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,8,Power Core L T1,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,Power Distribution Network,1,,,,,,,,,,,,
ship-component-power-core-l-t3,Power Core L T3,SHIP_COMPONENTS,3,1800,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,9,Power Core L T2,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,Power Distribution Network,1,,,,,,,,,,,,
ship-component-power-core-l-t4,Power Core L T4,SHIP_COMPONENTS,4,3600,Volcanic Planet;Ice Planet,MUD;USTUR,ELECTRONIC_COMPONENT,10,Power Core L T3,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,Power Distribution Network,1,,,,,,,,,,,,
ship-component-power-core-l-t5,Power Core L T5,SHIP_COMPONENTS,5,7200,Volcanic Planet;Ice Planet,USTUR,ELECTRONIC_COMPONENT,11,Power Core L T4,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,Power Distribution Network,1,,,,,,,,,,,,
ship-component-power-core-cap-t1,Power Core CAP T1,SHIP_COMPONENTS,1,420,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,7,Power Generator,1,Energy Regulator,1,Power Conduit,1,Power Distribution Network,1,Energy Regulation System,1,,,,,,,,,,,,
ship-component-power-core-cap-t2,Power Core CAP T2,SHIP_COMPONENTS,2,840,Terrestrial Planet,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,8,Power Core CAP T1,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,Power Distribution Network,1,Energy Regulation System,1,,,,,,,,,,
ship-component-power-core-cap-t3,Power Core CAP T3,SHIP_COMPONENTS,3,2100,Terrestrial Planet;Volcanic Planet;Gas Giant,MUD;ONI;USTUR,ELECTRONIC_COMPONENT,9,Power Core CAP T2,1,Power Generator,1,Energy Regulator,1,Power Conduit,1,Power Distribution Network,1,Energy Regulation System,1,,,,,,,,,,
