OutputID,OutputName,OutputType,OutputTier,ConstructionTime,PlanetTypes,Factions,ResourceType,FunctionalPurpose,UsageCategory,Ingredient1,Quantity1,Ingredient2,Quantity2,Ingredient3,Quantity3,Ingredient4,Quantity4,Ingredient5,Quantity5,Ingredient6,Quantity6,Ingredient7,Quantity7,Ingredient8,Quantity8,Ingredient9,Quantity9,CompletionStatus,InternalRecipeID,ProductionSteps,NOT_USED
crystal-matrix,Crystal Matrix,COMPONENT,2,,Barren Planet;Dark Planet;Ice Giant;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Diamond,1,Hafnium Alloy,1,,,,,,,,,,,,,,,complete,,3,FALSE
current-limiter,Current Limiter,COMPONENT,2,,Barren Planet;Dark Planet;Volcanic Planet,MUD,,,,Diamond,1,,,,,,,,,,,,,,,,,complete,,1,FALSE
defense-command-node,Defense Command Node,COMPONENT,3,,Barren Planet;Dark Planet;Gas Giant;Ice Giant;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Neon Buffer,1,Defense Crystal Array,1,,,,,,,,,,,,,,,complete,,3,FALSE
defense-coordination-core,Defense Coordination Core,COMPONENT,4,,Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Dysprosium Shield,1,Iridium Armor Plating,1,,,,,,,,,,,,,,,complete,,3,FALSE
defense-crystal-array,Defense Crystal Array,COMPONENT,3,,Dark Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Emerald Crystals,1,Cinnabar Crystals,1,,,,,,,,,,,,,,,complete,,1,FALSE
defense-integration-core,Defense Integration Core,COMPONENT,3,,Dark Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Defense Crystal Array,1,Luminous Shield Matrix,1,,,,,,,,,,,,,,,complete,,2,FALSE
deployment-interface,Deployment Interface,COMPONENT,3,,Dark Planet;Oceanic Planet;Terrestrial Planet,MUD;ONI;USTUR,,,,Gold Contacts,1,Signal Modulator,1,,,,,,,,,,,,,,,complete,,3,FALSE
dimensional-stabilizer,Dimensional Stabilizer,COMPONENT,1,,Dark Planet;Ice Giant;Oceanic Planet;System Asteroid Belt,MUD;ONI;USTUR,,,,Chromite,1,Tritium,2,,,,,,,,,,,,,,,complete,,2,FALSE
dispersal-gas-mix,Dispersal Gas Mix,COMPONENT,1,,Gas Giant;Ice Giant;Oceanic Planet,MUD;ONI;USTUR,,,,Hydrogen,1,Krypton,1,,,,,,,,,,,,,,,complete,,1,FALSE
dispersal-mechanism,Dispersal Mechanism,COMPONENT,1,,Gas Giant;Ice Giant;Terrestrial Planet,MUD;ONI;USTUR,,,,Nitrogen,1,Krypton,1,,,,,,,,,,,,,,,complete,,1,FALSE
dodiline-matrix,Dodiline Matrix,COMPONENT,4,,Volcanic Planet,USTUR,,,,Dodiline Crystals,1,,,,,,,,,,,,,,,,,complete,,1,FALSE
drive-assembly-core,Drive Assembly Core,COMPONENT,5,,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Jasphorus Propulsion Core,1,Quantum Drive Matrix,1,Quantum Processor,1,Navigation Control Core,1,,,,,,,,,,,complete,,5,FALSE
dysprosium-shield,Dysprosium Shield,COMPONENT,4,,Terrestrial Planet,MUD;ONI;USTUR,,,,Dysprosium,1,,,,,,,,,,,,,,,,,complete,,1,FALSE
component-electromagnet,Electromagnet,COMPONENT,2,16,Barren Planet;Oceanic Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Copper Wire,4,Magnet,1,,,,,,,,,,,,,,,complete,,3,FALSE
electromagnetic-barrier,Electromagnetic Barrier,COMPONENT,2,,Barren Planet;Dark Planet;Ice Giant;Volcanic Planet,MUD;ONI;USTUR,,,,Topaz Crystals,1,Cobalt,1,,,,,,,,,,,,,,,complete,,2,FALSE
electromagnetic-resonator,Electromagnetic Resonator,COMPONENT,4,,Dark Planet;Oceanic Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Abyssal Energy Crystals,1,Palladium Conductor,1,,,,,,,,,,,,,,,complete,,3,FALSE
component-electronics,Electronics,COMPONENT,1,14,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Copper,1,Polymer,1,,,,,,,,,,,,,,,complete,,3,FALSE
em-bio-core,EM Bio Core,COMPONENT,5,,Dark Planet;Ice Giant;Oceanic Planet,MUD;ONI;USTUR,,,,Biolumite,1,Signal Modulator,1,,,,,,,,,,,,,,,complete,,2,FALSE
em-quantum-core,EM Quantum Core,COMPONENT,4,,Dark Planet;Oceanic Planet,MUD;ONI;USTUR,,,,Quantum Computational Substrate,1,Signal Modulator,1,,,,,,,,,,,,,,,complete,,2,FALSE
em-shielding,EM Shielding,COMPONENT,2,,Barren Planet;Dark Planet;Ice Giant,MUD;ONI;USTUR,,,,Topaz Crystals,1,,,,,,,,,,,,,,,,,complete,,1,FALSE
em-weapon-interface,EM Weapon Interface,COMPONENT,3,,Volcanic Planet,MUD,,,,Cinnabar Crystals,1,,,,,,,,,,,,,,,,,complete,,1,FALSE
emergency-matrix-core,Emergency Matrix Core,COMPONENT,3,,Oceanic Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Luminous Shield Matrix,1,Utility Core,1,Glowstone Crystals,1,,,,,,,,,,,,,complete,,2,FALSE
emergency-suppressant,Emergency Suppressant,COMPONENT,2,,Gas Giant;Ice Giant;Volcanic Planet,MUD;ONI;USTUR,,,,Fluorine Gas,1,,,,,,,,,,,,,,,,,complete,,1,FALSE
emergency-transmitter,Emergency Transmitter,COMPONENT,2,,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;Terrestrial Planet,MUD;ONI;USTUR,,,,Silver,1,Oxygen,1,,,,,,,,,,,,,,,complete,,2,FALSE
emp-matrix-core,EMP Matrix Core,COMPONENT,3,,Dark Planet;Oceanic Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Signal Modulator,1,Palladium Conductor,1,,,,,,,,,,,,,,,complete,,3,FALSE
energy-absorption-core,Energy Absorption Core,COMPONENT,2,,Barren Planet;Dark Planet;Gas Giant;Ice Giant,MUD;ONI;USTUR,,,,Ruby Crystals,1,Silver,1,,,,,,,,,,,,,,,complete,,2,FALSE
energy-burst-controller,Energy Burst Controller,COMPONENT,1,,Barren Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Sodium Crystals,1,Silicon Wafers,1,,,,,,,,,,,,,,,complete,,3,FALSE
energy-cells,Energy Cells,COMPONENT,1,,Barren Planet;Dark Planet;Gas Giant;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Sodium Crystals,1,Plastic Components,1,,,,,,,,,,,,,,,complete,,2,FALSE
energy-connector,Energy Connector,COMPONENT,2,,Gas Giant;Ice Giant;System Asteroid Belt,MUD;ONI;USTUR,,,,Scandium,1,Garnet Crystals,1,,,,,,,,,,,,,,,complete,,2,FALSE
energy-crystal-matrix,Energy Crystal Matrix,COMPONENT,3,,Dark Planet;Ice Giant;Volcanic Planet,MUD;ONI;USTUR,,,,Sapphire Crystals,1,Platinum,1,Raw Chisenic,1,,,,,,,,,,,,,complete,,2,FALSE
energy-focuser,Energy Focuser,COMPONENT,1,,Barren Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Optical Components,1,Sodium Crystals,1,,,,,,,,,,,,,,,complete,,2,FALSE
energy-management-hub,Energy Management Hub,COMPONENT,3,,Dark Planet;Ice Giant;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Platinum Grid,1,Energy Crystal Matrix,1,Glowstone Crystals,1,,,,,,,,,,,,,complete,,3,FALSE
energy-modulator,Energy Modulator,COMPONENT,1,,Barren Planet;Gas Giant;Ice Giant;Oceanic Planet;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Sodium Crystals,1,Quartz Crystals,1,,,,,,,,,,,,,,,complete,,1,FALSE
energy-network-core,Energy Network Core,COMPONENT,5,,Dark Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Fusion Energy Core,1,Lunar Energy Matrix,1,Abyssal Energy Core,1,Rhodium Power Core,1,,,,,,,,,,,complete,,4,FALSE
component-energy-substrate,Energy Substrate,COMPONENT,4,6,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Graphene,1,Polymer,2,,,,,,,,,,,,,,,complete,,3,FALSE
exotic-matter-core,Exotic Matter Core,COMPONENT,1,,Dark Planet;Ice Giant;Oceanic Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Chromite,1,Lumanite,1,,,,,,,,,,,,,,,complete,,2,FALSE
explosive-compound,Explosive Compound,COMPONENT,1,,Dark Planet;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Biomass,1,Carbon,1,,,,,,,,,,,,,,,complete,,1,FALSE
explosive-core,Explosive Core,COMPONENT,1,,Dark Planet;Gas Giant;Ice Giant;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Carbon,2,Germanium Ingot,1,,,,,,,,,,,,,,,complete,,2,FALSE
extraction-tools,Extraction Tools,COMPONENT,1,,Barren Planet;Gas Giant;Ice Giant;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Germanium Ingot,1,Rhenium,2,,,,,,,,,,,,,,,complete,,2,FALSE
field-coils,Field Coils,COMPONENT,1,,Dark Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Lumanite,1,Copper,1,,,,,,,,,,,,,,,complete,,2,FALSE
field-harmonizer,Field Harmonizer,COMPONENT,1,,Dark Planet;Ice Giant;Oceanic Planet;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Lumanite,1,Quartz Crystals,2,,,,,,,,,,,,,,,complete,,1,FALSE
component-field-stabilizer,Field Stabilizer,COMPONENT,1,24,Gas Giant;Ice Giant;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Aerogel,1,Crystal Lattice,1,,,,,,,,,,,,,,,complete,,2,FALSE
fire-control-core,Fire Control Core,COMPONENT,4,,Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Advanced Weapon Core,1,Rhodium Weapon Matrix,1,Ochre Ingot,1,,,,,,,,,,,,,complete,,4,FALSE
fire-suppressant,Fire Suppressant,COMPONENT,1,,Dark Planet;Gas Giant;Ice Giant;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Carbon,2,Nitrogen,3,,,,,,,,,,,,,,,complete,,1,FALSE
flare-control-core,Flare Control Core,COMPONENT,3,,Barren Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Tungsten Core,1,EM Weapon Interface,1,Cinnabar Crystals,1,,,,,,,,,,,,,complete,,3,FALSE
flow-controller,Flow Controller,COMPONENT,1,,Barren Planet;Dark Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Osmium,1,Rhenium,1,,,,,,,,,,,,,,,complete,,2,FALSE
foundation-anchor,Foundation Anchor,COMPONENT,1,,Dark Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Zinc,3,Osmium,1,,,,,,,,,,,,,,,complete,,2,FALSE
component-framework-1,Framework,COMPONENT,1,18,Barren Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Iron,2,,,,,,,,,,,,,,,,,complete,,2,FALSE
freeze-dispersal-unit,Freeze Dispersal Unit,COMPONENT,1,,Barren Planet;Gas Giant;Ice Giant;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Nitrogen,2,Sodium Crystals,1,,,,,,,,,,,,,,,complete,,1,FALSE
fuel-atomizer,Fuel Atomizer,COMPONENT,2,,Gas Giant;System Asteroid Belt,MUD;ONI;USTUR,,,,Scandium,1,,,,,,,,,,,,,,,,,complete,,2,FALSE
fuel-control-core,Fuel Control Core,COMPONENT,3,,Dark Planet;Gas Giant;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Propulsion Gas Mix,1,Platinum Grid,1,,,,,,,,,,,,,,,complete,,3,FALSE
fuel-injector,Fuel Injector,COMPONENT,1,,Barren Planet;Gas Giant;Ice Giant;Oceanic Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Rhenium,1,Hydrogen,2,,,,,,,,,,,,,,,complete,,2,FALSE
fuel-primer,Fuel Primer,COMPONENT,2,,Dark Planet;Gas Giant;Ice Giant,MUD;ONI;USTUR,,,,Methane,1,,,,,,,,,,,,,,,,,complete,,1,FALSE
fusion-energy-core,Fusion Energy Core,COMPONENT,5,,Dark Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Fusion Catalyst Deposits,1,Platinum Grid,1,,,,,,,,,,,,,,,complete,,3,FALSE
fusion-weapon-core,Fusion Weapon Core,COMPONENT,5,,Barren Planet;Dark Planet,MUD;ONI;USTUR,,,,Fusion Catalyst Deposits,1,Tungsten Core,1,,,,,,,,,,,,,,,complete,,3,FALSE
gas-circulation-system,Gas Circulation System,COMPONENT,1,,Barren Planet;Gas Giant;Ice Giant;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Nitrogen,1,Neodymium Magnets,1,,,,,,,,,,,,,,,complete,,3,FALSE
gas-stabilizer,Gas Stabilizer,COMPONENT,2,,Dark Planet;Gas Giant;Ice Giant,MUD;ONI;USTUR,,,,Argon,1,,,,,,,,,,,,,,,,,complete,,1,FALSE
generator-coils,Generator Coils,COMPONENT,1,,Barren Planet;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Copper,3,Neodymium Magnets,1,,,,,,,,,,,,,,,complete,,3,FALSE
germanium-ingot,Germanium Ingot,COMPONENT,1,,Gas Giant;Ice Giant;System Asteroid Belt,USTUR,,,,Germanium,1,,,,,,,,,,,,,,,,,complete,,1,FALSE
component-gold,Gold,COMPONENT,3,,Terrestrial Planet,ONI,,,,Gold Ore,1,,,,,,,,,,,,,,,,,complete,,1,FALSE
gold-contacts,Gold Contacts,COMPONENT,3,,Terrestrial Planet,ONI,,,,Gold,1,,,,,,,,,,,,,,,,,complete,,2,FALSE
component-graphene,Graphene,COMPONENT,1,2,Dark Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Carbon,5,,,,,,,,,,,,,,,,,complete,,1,FALSE
grid-controller,Grid Controller,COMPONENT,2,,Gas Giant;System Asteroid Belt,MUD;ONI;USTUR,,,,Scandium,1,,,,,,,,,,,,,,,,,complete,,2,FALSE
ground-plate,Ground Plate,COMPONENT,1,,Oceanic Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Zinc,1,Copper,1,,,,,,,,,,,,,,,complete,,2,FALSE
guidance-processor,Guidance Processor,COMPONENT,1,,Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt,MUD;ONI;USTUR,,,,Silicon Wafers,1,Tritium,1,,,,,,,,,,,,,,,complete,,3,FALSE
component-hafnium,Hafnium,COMPONENT,2,,Barren Planet;Ice Giant;System Asteroid Belt,MUD;ONI;USTUR,,,,Hafnium Ore,1,,,,,,,,,,,,,,,,,complete,,1,FALSE
hafnium-alloy,Hafnium Alloy,COMPONENT,2,,Barren Planet;Ice Giant;System Asteroid Belt,MUD;ONI;USTUR,,,,Hafnium,1,Aluminum,1,,,,,,,,,,,,,,,complete,,2,FALSE
heat-circulation-pipes,Heat Circulation Pipes,COMPONENT,1,,Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Copper,2,Thermoplastic Resin,2,,,,,,,,,,,,,,,complete,,2,FALSE
heat-dissipator,Heat Dissipator,COMPONENT,2,,Barren Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Aluminum,1,Thermodyne,1,,,,,,,,,,,,,,,complete,,2,FALSE
heat-distribution-grid,Heat Distribution Grid,COMPONENT,1,,Barren Planet;Oceanic Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Iron,2,Copper,1,,,,,,,,,,,,,,,complete,,2,FALSE
heat-exchange-coils,Heat Exchange Coils,COMPONENT,1,,Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Copper,3,Thermoplastic Resin,1,,,,,,,,,,,,,,,complete,,2,FALSE
heat-sensor,Heat Sensor,COMPONENT,1,,Barren Planet;Ice Giant;Oceanic Planet;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Thermal Regulator Stone,1,Quartz Crystals,1,,,,,,,,,,,,,,,complete,,1,FALSE
heavy-alloy,Heavy Alloy,COMPONENT,1,,Barren Planet;Dark Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Iron,1,Chromite,1,,,,,,,,,,,,,,,complete,,2,FALSE
hicenium-lattice,Hicenium Lattice,COMPONENT,4,,Dark Planet;Ice Giant;System Asteroid Belt,MUD;ONI;USTUR,,,,Hicenium Crystals,1,Titanium Framework,1,,,,,,,,,,,,,,,complete,,3,FALSE
hologram-generator,Hologram Generator,COMPONENT,1,,Ice Giant;Oceanic Planet;System Asteroid Belt,MUD;ONI;USTUR,,,,Optical Components,1,Tritium,1,,,,,,,,,,,,,,,complete,,2,FALSE
component-hydrocarbon,Hydrocarbon,COMPONENT,1,2,Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Carbon,2,Hydrogen,2,,,,,,,,,,,,,,,complete,,1,FALSE
ignition-core,Ignition Core,COMPONENT,2,,Barren Planet;Gas Giant;Ice Giant;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Aluminum,1,Rochinol,1,,,,,,,,,,,,,,,complete,,2,FALSE
impact-charges,Impact Charges,COMPONENT,1,,Gas Giant;Ice Giant;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Germanium Ingot,1,Zinc,1,,,,,,,,,,,,,,,complete,,2,FALSE
incendiary-mix,Incendiary Mix,COMPONENT,1,,Dark Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Carbon,1,Oxygen,1,,,,,,,,,,,,,,,complete,,1,FALSE
industrial-processor,Industrial Processor,COMPONENT,1,,Barren Planet;Gas Giant;Ice Giant;Oceanic Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Silicon Wafers,1,Rhenium,1,,,,,,,,,,,,,,,complete,,3,FALSE
inert-gas-canisters,Inert Gas Canisters,COMPONENT,1,,Barren Planet;Gas Giant;Ice Giant;System Asteroid Belt,MUD;ONI;USTUR,,,,Krypton,1,Aluminum,1,,,,,,,,,,,,,,,complete,,2,FALSE
injection-controller,Injection Controller,COMPONENT,2,,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Oceanic Planet;Terrestrial Planet,MUD;ONI;USTUR,,,,Silver,1,Quartz Crystals,1,,,,,,,,,,,,,,,complete,,2,FALSE
insulation-material,Insulation Material,COMPONENT,1,,Barren Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Thermal Regulator Stone,1,Silica,1,,,,,,,,,,,,,,,complete,,1,FALSE
interference-shield,Interference Shield,COMPONENT,2,,Barren Planet;Gas Giant;Ice Giant;System Asteroid Belt,MUD;ONI;USTUR,,,,Boron,1,Aluminum,1,,,,,,,,,,,,,,,complete,,2,FALSE
interlock-mechanism,Interlock Mechanism,COMPONENT,2,,Gas Giant;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Manganese,1,Amber Resin,1,,,,,,,,,,,,,,,complete,,2,FALSE
component-iridium,Iridium,COMPONENT,4,,Volcanic Planet,MUD;ONI;USTUR,,,,Iridium Ore,1,,,,,,,,,,,,,,,,,complete,,1,FALSE
iridium-armor-plating,Iridium Armor Plating,COMPONENT,4,,Volcanic Planet,MUD;ONI;USTUR,,,,Iridium,1,,,,,,,,,,,,,,,,,complete,,2,FALSE
component-iron,Iron,COMPONENT,1,1,Barren Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Iron Ore,1,,,,,,,,,,,,,,,,,complete,,1,FALSE
jasphorus-propulsion-core,Jasphorus Propulsion Core,COMPONENT,5,,Barren Planet;Oceanic Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Jasphorus Crystals,1,Phase Drive Core,1,,,,,,,,,,,,,,,complete,,3,FALSE
jasphorus-weapon-matrix,Jasphorus Weapon Matrix,COMPONENT,5,,Barren Planet;Volcanic Planet,MUD;ONI,,,,Jasphorus Crystals,1,EM Weapon Interface,1,,,,,,,,,,,,,,,complete,,2,FALSE
joint-connectors,Joint Connectors,COMPONENT,1,,Barren Planet;Oceanic Planet;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Tin,2,Rhenium,1,,,,,,,,,,,,,,,complete,,2,FALSE
kinetic-amplifier,Kinetic Amplifier,COMPONENT,4,,Terrestrial Planet,USTUR,,,,Ochre Ingot,1,,,,,,,,,,,,,,,,,complete,,2,FALSE
kinetic-beryllium-core,Kinetic Beryllium Core,COMPONENT,5,,Dark Planet;Ice Giant;System Asteroid Belt,MUD;ONI;USTUR,,,,Beryllium Crystals,1,Titanium Framework,1,,,,,,,,,,,,,,,complete,,3,FALSE
kinetic-opal-core,Kinetic Opal Core,COMPONENT,5,,Barren Planet;System Asteroid Belt,MUD;ONI;USTUR,,,,Black Opal,1,Vanadium Alloy,1,,,,,,,,,,,,,,,complete,,3,FALSE
kinetic-projectiles,Kinetic Projectiles,COMPONENT,1,,Barren Planet;Dark Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Chromite,1,Iron,1,,,,,,,,,,,,,,,complete,,2,FALSE
kinetic-stabilizer,Kinetic Stabilizer,COMPONENT,1,,Dark Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Chromite,1,Zinc,1,,,,,,,,,,,,,,,complete,,2,FALSE
kinetic-stabilizer-core,Kinetic Stabilizer Core,COMPONENT,4,,Ice Giant;Volcanic Planet,MUD;ONI;USTUR,,,,Iridium,1,Zirconium,1,,,,,,,,,,,,,,,complete,,2,FALSE
kinetic-support-matrix,Kinetic Support Matrix,COMPONENT,4,,Dark Planet;Ice Giant;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Hicenium Lattice,1,Kinetic Stabilizer Core,1,,,,,,,,,,,,,,,complete,,4,FALSE
launch-control-core,Launch Control Core,COMPONENT,4,,Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Ochre Weapon Frame,1,Rhodium Weapon Matrix,1,,,,,,,,,,,,,,,complete,,3,FALSE
launch-platform-core,Launch Platform Core,COMPONENT,5,,Barren Planet;Dark Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Weapon Synchronization Matrix,1,Fire Control Core,1,Launch Control Core,1,Weapon Targeting Core,1,,,,,,,,,,,complete,,5,FALSE
launch-rails,Launch Rails,COMPONENT,1,,Barren Planet;Gas Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Arco,1,Copper,1,,,,,,,,,,,,,,,complete,,2,FALSE
life-support-hub,Life Support Hub,COMPONENT,3,,Barren Planet;Gas Giant;Ice Giant;System Asteroid Belt,MUD;ONI;USTUR,,,,Vanadium Alloy,1,Cryogenic Core,1,Tenon Gas,1,,,,,,,,,,,,,complete,,3,FALSE
lifting-mechanism,Lifting Mechanism,COMPONENT,1,,Barren Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Iron,1,Neodymium Magnets,2,,,,,,,,,,,,,,,complete,,3,FALSE
lightning-rod,Lightning Rod,COMPONENT,1,,Barren Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Iron,1,Rhenium,1,,,,,,,,,,,,,,,complete,,2,FALSE
component-lithium,Lithium,COMPONENT,2,,Barren Planet;Dark Planet,MUD;ONI;USTUR,,,,Lithium Ore,1,,,,,,,,,,,,,,,,,complete,,1,FALSE
living-metal-network,Living Metal Network,COMPONENT,5,,Dark Planet;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Living Metal Symbionts,1,Palladium Conductor,1,,,,,,,,,,,,,,,complete,,3,FALSE
load-bearing-beams,Load Bearing Beams,COMPONENT,1,,Barren Planet;Dark Planet;Ice Giant;Oceanic Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Chromite,2,Iron,3,,,,,,,,,,,,,,,complete,,2,FALSE
loader-assembly,Loader Assembly,COMPONENT,1,,Dark Planet;Oceanic Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Osmium,2,Tin,1,,,,,,,,,,,,,,,complete,,2,FALSE
luminous-shield-matrix,Luminous Shield Matrix,COMPONENT,3,,Volcanic Planet,ONI,,,,Glowstone Crystals,1,,,,,,,,,,,,,,,,,complete,,1,FALSE
lunar-defense-network,Lunar Defense Network,COMPONENT,5,,Oceanic Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Lunar Echo Crystals,1,Luminous Shield Matrix,1,,,,,,,,,,,,,,,complete,,2,FALSE
lunar-energy-matrix,Lunar Energy Matrix,COMPONENT,5,,Dark Planet;Ice Giant;Oceanic Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Lunar Echo Crystals,1,Energy Crystal Matrix,1,,,,,,,,,,,,,,,complete,,3,FALSE
component-magnet,Magnet,COMPONENT,2,4,Barren Planet;System Asteroid Belt;Terrestrial Planet,MUD;ONI;USTUR,,,,Iron,2,,,,,,,,,,,,,,,,,complete,,2,FALSE
magnetic-accelerator,Magnetic Accelerator,COMPONENT,1,,Barren Planet;Dark Planet;System Asteroid Belt;Terrestrial Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Neodymium Magnets,1,Tantalum,1,,,,,,,,,,,,,,,complete,,3,FALSE
magnetic-gripper,Magnetic Gripper,COMPONENT,2,,Barren Planet;Dark Planet;Ice Giant;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Cobalt,1,Hafnium,1,,,,,,,,,,,,,,,complete,,2,FALSE
maneuver-control-core,Maneuver Control Core,COMPONENT,3,,Gas Giant;Oceanic Planet;Volcanic Planet,MUD;ONI;USTUR,,,,Phase Drive Core,1,Propulsion Gas Mix,1,,,,,,,,,,,,,,,complete,,3,FALSE
component-manganese,Manganese,COMPONENT,2,,Gas Giant;System Asteroid Belt;Volcanic Planet,MUD;ONI;USTUR,,,,Manganese Ore,1,,,,,,,,,,,,,,,,,complete,,1,FALSE
matter-containment,Matter Containment,COMPONENT,2,,Barren Planet;Dark Planet;Gas Giant;Ice Giant;Volcanic Planet,MUD;ONI;USTUR,,,,Xenon,1,Diamond,1,,,,,,,,,,,,,,,complete,,1,FALSE
